question,intent,clean_question,label
Plot lowest spending customers.,bottom_customers,plot lowest spending customers,4
Summarize the average sales.,average_sales,summarize the average sales,1
Kindly calculate the yearly sales.,yearly_sales,kindly calculate the yearly sales,32
I want sales average.,average_sales,i want sales average,1
Can you calculate annual earnings?,yearly_profit,can you calculate annual earnings,31
View lowest sales cities.,bottom_cities,view lowest sales cities,3
Could you give the bottom 10 customers?,bottom_customers,could you give the bottom 10 customers,4
Show all segment performance,sales_by_segment,show all segment performance,21
Can you display the stock summary?,inventory_summary,can you display the stock summary,12
Explain the total revenue.,total_sales,explain the total revenue,29
I would like worst sales region.,worst_region,i would like worst sales region,30
I want least popular products.,bottom_products,i want least popular products,5
Please calculate the highest profit product.,highest_profit_product,please calculate the highest profit product,11
Give me highest profit product.,highest_profit_product,give me highest profit product,11
Reveal the premium customers.,top_customers,reveal the premium customers,26
Summarize the highest profit product.,highest_profit_product,summarize the highest profit product,11
Give complete monthly earnings.,monthly_profit,give complete monthly earnings,14
Summarize the bottom cities.,bottom_cities,summarize the bottom cities,3
Present earnings growth.,profit_growth,present earnings growth,17
Please reveal best sales region.,best_region,please reveal best sales region,2
Display latest best sales region.,best_region,display latest best sales region,2
I want the annual revenue.,yearly_sales,i want the annual revenue,32
Please display highest sales cities.,top_cities,please display highest sales cities,25
View the number of orders.,order_count,view the number of orders,16
Show complete lowest sales states.,bottom_states,show complete lowest sales states,6
Analyze all subcategory sales,sales_by_subcategory,analyze all subcategory sales,22
Give all total earnings,total_profit,give all total earnings,28
Give me bottom customers.,bottom_customers,give me bottom customers,4
I'd like to know net profit.,total_profit,id like to know net profit,28
Calculate overall monthly sales,monthly_sales,calculate overall monthly sales,15
Can you identify worst profit product?,lowest_profit_product,can you identify worst profit product,13
Present the earnings growth.,profit_growth,present the earnings growth,17
Can you calculate annual revenue?,yearly_sales,can you calculate annual revenue,32
I'd like to know sales by segment.,sales_by_segment,id like to know sales by segment,21
Calculate the mean sales,average_sales,calculate the mean sales,1
Please reveal category sales.,sales_by_category,please reveal category sales,20
Find all customer count,customer_count,find all customer count,8
Calculate complete discount analysis,discount_analysis,calculate complete discount analysis,10
I want growth in profit.,profit_growth,i want growth in profit,17
Can you identify the least selling products?,bottom_products,can you identify the least selling products,5
Kindly show the business overview.,dashboard_summary,kindly show the business overview,9
Find all highest sales states,top_states,find all highest sales states,27
I'd like to know top cities.,top_cities,id like to know top cities,25
Compare complete region profit performance,region_profit,compare complete region profit performance,19
Could you provide the total customer orders?,order_count,could you provide the total customer orders,16
