question,intent
Reveal all total sales,total_sales
Display complete city performance.,bottom_cities
I want the business overview.,dashboard_summary
How much is total orders?,order_count
Give stock summary,inventory_summary
Kindly find the overall sales.,total_sales
Generate a report for best profit item.,highest_profit_product
Can you show lowest performing region?,worst_region
Review bottom cities.,bottom_cities
Reveal average earnings.,average_profit
Show me the monthly revenue.,monthly_sales
Display complete segment performance.,sales_by_segment
Can you give inventory overview?,inventory_summary
Analyze performance of least valuable customers.,bottom_customers
Find total customers.,customer_count
Generate lowest sales states.,bottom_states
Please find least profitable states.,bottom_states
Please show least profitable product.,lowest_profit_product
Give me category profit.,category_profit
Calculate complete number of orders,order_count
Summarize the category profit performance.,category_profit
Kindly find the profit trend.,profit_growth
Please show most valuable customers.,top_customers
Please analyze sales growth.,sales_growth
Display latest month wise sales.,monthly_sales
Please display the monthly business sales.,monthly_sales
Give sales by subcategory,sales_by_subcategory
Provide all overall customers,customer_count
Provide the month wise sales,monthly_sales
I'd like to know the profit across regions.,region_profit
Fetch segment sales.,sales_by_segment
Analyze performance of sales by year.,yearly_sales
View company profit.,total_profit
Can I see the profit increase?,profit_growth
Find overall total profit,total_profit
What is the least selling products?,bottom_products
Reveal complete top selling states,top_states
Provide the highest spending customers,top_customers
List the worst performing states,bottom_states
Display latest region profit performance.,region_profit
Please analyze shipping analysis.,shipping_analysis
I want category sales.,sales_by_category
Visualize mean sales.,average_sales
Give me the sales by category.,sales_by_category
Reveal overall top cities,top_cities
Provide complete profit across regions,region_profit
Could you provide the annual earnings?,yearly_profit
Kindly generate the inventory summary.,inventory_summary
Could you compute the overall earnings?,total_profit
I'd like the quantity sold.,quantity_analysis
Give me the annual earnings.,yearly_profit
What is highest profit product?,highest_profit_product
Show latest registered customers.,customer_count
Fetch least selling products.,bottom_products
Please calculate the business sales.,total_sales
Give me year wise sales.,yearly_sales
I would like monthly profit.,monthly_profit
Display the discount percentage.,discount_analysis
I want overall dashboard.,dashboard_summary
I'd like to know annual profit.,yearly_profit
I need the business growth.,sales_growth
View highest sales cities.,top_cities
Analyze customer segment sales,sales_by_segment
Kindly display the city performance.,bottom_cities
Show overall average turnover,average_sales
Can you find the growth in sales?,sales_growth
Analyze overall delivery performance,shipping_analysis
Display the subcategory performance,sales_by_subcategory
Visualize grand total profit.,total_profit
I want highest sales cities.,top_cities
Could you provide the total sales?,total_sales
Can you calculate mean profit?,average_profit
Kindly show the average revenue.,average_sales
Summarize highest profit product.,highest_profit_product
Reveal month wise sales.,monthly_sales
Compare customer segment sales,sales_by_segment
Reveal the sales average,average_sales
Can you list bottom products?,bottom_products
Kindly compare the ship mode analysis.,shipping_analysis
Provide all product quantities,quantity_analysis
Analyze worst profit product.,lowest_profit_product
Display the overall customers.,customer_count
Reveal all business sales,total_sales
Kindly show the city performance.,top_cities
Show me monthly profit.,monthly_profit
Compare complete shipping mode,shipping_analysis
Provide dashboard summary.,dashboard_summary
Inspect most profitable region.,best_region
Can you show the total customer orders?,order_count
Reveal average business sales,average_sales
Find overall most valuable customers,top_customers
Create dashboard for inactive customers.,bottom_customers
Please display the city performance.,top_cities
What is the bottom 10 products?,bottom_products
Display all top profit product,highest_profit_product
Display latest overall customers.,customer_count
Find category performance,sales_by_category
Find the subcategory performance,sales_by_subcategory
Find complete shipping analysis,shipping_analysis
Generate a report for total earnings.,total_profit
Display overall average sales,average_sales
I'd like to know growth in sales.,sales_growth
Can you display the bottom 10 customers?,bottom_customers
Can you give the bottom customers?,bottom_customers
I would like total revenue.,total_sales
